20131004,,
20131005,,
20131006,,
20131007,,
20131008,,
20131009,,
20131010,,
20131011,,
20131012,,
20131013,,
20131014,,
20131015,,
20131016,,
20131017,,
20131018,,
20131019,,
20131020,,
20131021,,
20131022,,
20131023,,
20131024,,
20131025,,
20131026,,
20131027,,
20131028,,
20131029,,
20131030,,
20131031,,
20131101,1.0,50.0
20131102,1.0,50.0
20131103,1.0,60.0
20131104,,
20131105,,
20131106,,
20131107,,
